THETA = 0.000000
NUM_BODIES = 5000
DT = 0.1
0, 647
1, 707
2, 688
3, 673
4, 654
5, 696
6, 730
7, 770
8, 815
9, 867
10, 900
11, 955
12, 955
13, 905
14, 907
15, 874
16, 849
17, 822
18, 812
19, 805
20, 818
21, 815
22, 808
23, 797
24, 804
25, 795
26, 804
27, 801
28, 809
29, 815
30, 807
31, 819
32, 804
33, 814
34, 816
35, 801
36, 792
37, 780
38, 778
39, 766
40, 771
41, 763
42, 750
43, 748
44, 768
45, 755
46, 755
47, 748
48, 736
49, 756
50, 749
51, 763
52, 742
53, 760
54, 732
55, 751
56, 745
57, 738
58, 729
59, 745
60, 738
61, 744
62, 740
63, 741
64, 730
65, 717
66, 719
67, 720
68, 726
69, 715
70, 715
71, 714
72, 726
73, 734
74, 724
75, 719
76, 715
77, 719
78, 722
79, 687
80, 711
81, 711
82, 719
83, 707
84, 702
85, 696
86, 695
87, 700
88, 713
89, 702
90, 705
91, 680
92, 709
93, 692
94, 686
95, 692
96, 721
97, 702
98, 697
99, 688
100, 688
101, 697
102, 698
103, 687
104, 695
105, 685
106, 692
107, 674
108, 710
109, 701
110, 689
111, 664
112, 637
113, 664
114, 682
115, 695
116, 656
117, 681
118, 672
119, 680
120, 671
121, 718
122, 721
123, 718
124, 700
125, 730
126, 697
127, 709
128, 712
129, 712
130, 706
131, 720
132, 712
133, 718
134, 710
135, 722
136, 720
137, 722
138, 717
139, 720
140, 707
141, 709
142, 723
143, 725
144, 688
145, 696
146, 724
147, 703
148, 704
149, 718
150, 719
151, 727
152, 698
153, 700
154, 699
155, 718
156, 715
157, 721
158, 702
159, 707
160, 696
161, 701
162, 722
163, 725
164, 712
165, 704
166, 695
167, 711
168, 712
169, 686
170, 692
171, 706
172, 707
173, 697
174, 685
175, 691
176, 709
177, 720
178, 727
179, 701
180, 713
181, 710
182, 719
183, 687
184, 706
185, 725
186, 689
187, 701
188, 687
189, 686
190, 700
191, 710
192, 732
193, 715
194, 721
195, 701
196, 684
197, 725
198, 741
199, 726
200, 710
201, 713
202, 730
203, 696
204, 715
205, 698
206, 697
207, 698
208, 712
209, 734
210, 693
211, 718
212, 699
213, 699
214, 703
215, 703
