THETA = 1.000000
NUM_BODIES = 10000
DT = 0.1
0, 23
1, 31
2, 22
3, 24
4, 23
5, 25
6, 22
7, 24
8, 23
9, 28
10, 25
11, 27
12, 25
13, 29
14, 25
15, 26
16, 27
17, 27
18, 26
19, 25
20, 24
21, 24
22, 25
23, 24
24, 25
25, 24
26, 24
27, 24
28, 24
29, 24
30, 23
31, 22
32, 24
33, 25
34, 24
35, 23
36, 24
37, 23
38, 24
39, 24
40, 21
41, 21
42, 22
43, 21
44, 22
45, 21
46, 22
47, 22
48, 21
49, 21
50, 21
51, 21
52, 21
53, 21
54, 21
55, 21
56, 21
57, 20
58, 20
59, 20
60, 20
61, 20
62, 20
63, 20
64, 21
65, 20
66, 21
67, 20
68, 21
69, 20
70, 21
71, 21
72, 20
73, 21
74, 21
75, 21
76, 21
77, 21
78, 20
79, 21
80, 21
81, 21
82, 21
83, 20
84, 21
85, 20
86, 20
87, 20
88, 21
89, 21
90, 23
91, 20
92, 20
93, 20
94, 20
95, 20
96, 20
97, 21
98, 20
99, 20
100, 20
101, 20
102, 20
103, 20
104, 21
105, 21
106, 20
107, 21
108, 21
109, 21
110, 21
111, 20
112, 21
113, 21
114, 21
115, 21
116, 21
117, 22
118, 21
119, 21
120, 21
121, 21
122, 21
123, 21
124, 21
125, 21
126, 21
127, 21
128, 21
129, 21
130, 21
131, 21
132, 21
133, 21
134, 21
135, 21
136, 21
137, 21
138, 20
139, 21
140, 21
141, 21
142, 21
143, 21
144, 20
145, 21
146, 21
147, 21
148, 21
149, 21
150, 22
151, 21
152, 21
153, 21
154, 21
155, 21
156, 21
157, 22
158, 22
159, 21
160, 21
161, 21
162, 24
163, 22
164, 22
165, 21
166, 21
167, 21
168, 21
169, 21
170, 21
171, 21
172, 20
173, 22
174, 21
175, 21
176, 22
177, 22
178, 22
179, 21
180, 21
181, 23
182, 21
183, 20
184, 21
185, 21
186, 21
187, 21
188, 21
189, 22
190, 21
191, 21
192, 21
193, 21
194, 21
195, 22
196, 20
197, 21
198, 21
199, 21
200, 21
201, 21
202, 22
203, 21
204, 21
205, 21
206, 21
207, 21
208, 21
209, 21
210, 21
211, 21
212, 21
213, 21
214, 21
215, 22
216, 21
217, 21
218, 21
219, 21
220, 21
221, 21
222, 21
223, 21
224, 21
225, 21
226, 21
227, 21
228, 22
229, 21
230, 21
