THETA = 0.300000
NUM_BODIES = 5000
DT = 0.1
0, 32
1, 42
2, 31
3, 33
4, 34
5, 34
6, 34
7, 32
8, 33
9, 34
10, 34
11, 34
12, 34
13, 33
14, 33
15, 36
16, 33
17, 33
18, 33
19, 33
20, 33
21, 33
22, 33
23, 32
24, 32
25, 32
26, 32
27, 32
28, 32
29, 32
30, 32
31, 33
32, 32
33, 33
34, 33
35, 32
36, 32
37, 33
38, 33
39, 33
40, 33
41, 33
42, 33
43, 33
44, 33
45, 33
46, 33
47, 33
48, 34
49, 33
50, 33
51, 33
52, 33
53, 33
54, 33
55, 33
56, 33
57, 33
58, 34
59, 33
60, 33
61, 33
62, 33
63, 33
64, 33
65, 33
66, 33
67, 34
68, 33
69, 33
70, 32
71, 32
72, 32
73, 32
74, 32
75, 32
76, 31
77, 31
78, 32
79, 31
80, 32
81, 31
82, 32
83, 32
84, 34
85, 32
86, 32
87, 32
88, 32
89, 32
90, 32
91, 32
92, 32
93, 32
94, 32
95, 32
96, 32
97, 33
98, 32
99, 32
100, 32
101, 31
102, 31
103, 31
104, 32
105, 32
106, 32
107, 32
108, 32
109, 34
110, 34
111, 34
112, 33
113, 32
114, 32
115, 32
116, 33
117, 33
118, 33
119, 33
120, 33
121, 33
122, 35
123, 35
124, 35
125, 35
126, 35
127, 35
128, 35
129, 36
130, 35
131, 35
132, 35
133, 35
134, 34
135, 34
136, 35
137, 35
138, 34
139, 35
140, 34
141, 34
142, 34
143, 34
144, 34
145, 34
146, 33
147, 34
148, 33
149, 34
150, 34
151, 34
152, 34
153, 34
154, 33
155, 34
156, 34
157, 34
158, 34
159, 33
160, 33
161, 33
162, 33
163, 33
164, 33
165, 33
166, 34
167, 34
168, 33
169, 34
170, 33
171, 34
172, 33
173, 34
174, 34
175, 33
176, 33
177, 33
178, 33
179, 33
180, 33
181, 34
182, 34
183, 34
184, 34
185, 34
186, 34
187, 34
188, 34
189, 34
190, 34
191, 34
192, 34
193, 34
194, 34
195, 34
196, 34
197, 34
198, 34
199, 34
200, 34
201, 35
202, 35
203, 34
204, 34
205, 35
206, 34
207, 34
208, 34
209, 34
210, 35
211, 35
212, 34
213, 35
214, 35
215, 35
216, 35
217, 35
218, 35
219, 35
220, 35
221, 35
222, 35
223, 35
224, 35
